Customer_ID,Age,Gender,Annual_Income,Education,Location_Type,Account_Age_Days,Membership_Type,Payment_Method,Total_Purchases,Total_Amount_Spent,Avg_Order_Value,Days_Since_Last_Purchase,Purchase_Frequency,Visits_Per_Month,Time_Per_Visit_Minutes,Product_Views_Per_Visit,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Contacts,Satisfaction_Score,NPS,Referrals,Loyalty_Points,Complaints,Favorite_Category,Num_Categories_Shopped,Discount_Usage_Rate,Returns_Rate,Churn_Risk_Score,Churned
CUST0127,25,Male,46071,High School,Suburban,670,Basic,PayPal,31,4281.23,138.1,69,1.39,2.7,2.6,8,34.9,37.3,1,6.6,31.0,0,0,0,Sports,2,25.2,18.7,41.4,0
CUST0128,31,Male,55053,High School,Suburban,345,Premium,Debit Card,18,1214.5,67.47,29,1.57,11.3,15.6,7,54.4,34.9,2,7.3,17.0,0,0,2,Beauty,1,41.4,6.8,71.6,1
CUST0129,41,Other,37324,Bachelor,Suburban,385,VIP,Credit Card,50,1470.17,29.4,18,3.9,7.2,4.4,9,71.7,37.0,0,6.7,18.0,0,0,2,Beauty,4,14.5,16.0,71.5,1
CUST0130,32,Other,41170,Bachelor,Suburban,608,Premium,Credit Card,42,6980.31,166.2,3,2.07,5.6,8.5,11,35.0,65.0,1,8.7,75.0,2,1458,0,Beauty,4,24.1,13.5,50.0,0
CUST0131,18,Male,20000,Master,Urban,485,Basic,Debit Card,16,3731.53,233.22,35,0.99,3.1,8.2,3,55.6,60.2,2,6.3,24.0,0,1027,2,Clothing,3,49.6,5.4,60.5,1
CUST0132,41,Female,55027,High School,Suburban,719,Premium,Debit Card,50,4227.87,84.56,14,2.09,42.6,1.0,11,72.3,52.3,3,6.5,50.0,4,859,1,Sports,5,22.5,9.5,67.2,1
CUST0133,24,Female,32068,High School,Suburban,30,Basic,PayPal,13,816.03,62.77,42,13.0,5.6,5.4,9,61.8,49.0,1,7.5,40.0,3,98,0,Beauty,5,42.2,2.1,100.0,1
CUST0134,47,Female,66379,Bachelor,Suburban,550,Basic,Credit Card,13,618.07,47.54,170,0.71,0.7,2.4,5,63.4,66.3,1,9.1,78.0,2,155,2,Electronics,4,65.6,12.6,34.9,0
CUST0135,26,Male,20000,High School,Urban,761,Basic,PayPal,19,2312.25,121.7,5,0.75,14.9,1.0,6,14.1,54.0,0,8.2,54.0,5,864,0,Electronics,1,9.1,11.9,61.0,1
CUST0136,63,Female,105479,High School,Rural,134,Premium,Debit Card,5,709.15,141.83,10,1.12,10.6,6.0,6,86.7,25.6,1,5.0,11.0,0,421,1,Electronics,2,41.9,16.4,71.9,1
CUST0137,28,Female,26019,Bachelor,Suburban,409,Basic,PayPal,13,816.26,62.79,28,0.95,6.7,7.7,4,73.5,25.8,3,4.7,-19.0,1,90,0,Sports,2,45.1,5.1,46.5,1
CUST0138,35,Female,58089,High School,Urban,150,Basic,Debit Card,0,0.0,0.0,155,0.0,6.2,3.2,3,36.0,57.0,2,5.9,14.0,1,743,0,Home & Garden,4,33.2,27.6,40.4,0
CUST0139,52,Male,111621,Bachelor,Urban,1267,Basic,Debit Card,42,4868.72,115.92,66,0.99,7.8,5.7,7,71.7,13.6,2,7.6,29.0,1,894,0,Clothing,4,11.8,12.7,32.8,0
CUST0140,21,Male,20000,High School,Rural,30,VIP,Debit Card,11,923.77,83.98,102,11.0,15.0,11.8,2,67.3,37.2,5,3.0,-48.0,0,213,1,Electronics,4,11.8,18.9,100.0,0
CUST0141,43,Male,29506,High School,Urban,346,Premium,PayPal,23,2225.82,96.77,18,1.99,10.7,4.4,9,71.8,55.9,2,7.0,65.0,1,0,0,Electronics,2,43.2,9.1,43.7,0
CUST0142,59,Female,85250,Bachelor,Rural,72,Basic,Bank Transfer,0,0.0,0.0,217,0.0,12.0,1.6,6,26.6,23.0,1,7.8,83.0,3,0,2,Beauty,1,20.2,18.6,41.4,0
CUST0143,18,Male,39224,Master,Suburban,498,Premium,Credit Card,30,3627.2,120.91,4,1.81,12.0,9.2,4,83.9,64.9,0,6.8,47.0,3,194,0,Home & Garden,1,25.1,25.4,44.8,0
CUST0144,42,Female,95285,Bachelor,Suburban,77,Premium,Credit Card,9,383.18,42.58,2,3.51,15.4,3.9,12,18.2,44.7,0,10.0,,1,266,0,Electronics,3,13.1,2.9,38.6,0
CUST0145,43,Other,49017,Master,Urban,107,Premium,Bank Transfer,3,173.27,57.76,87,0.84,18.6,3.0,4,59.3,37.4,1,5.4,-1.0,0,435,0,Clothing,6,11.0,16.3,53.9,1
CUST0146,51,Male,86590,High School,Urban,272,Basic,Debit Card,18,1376.7,76.48,117,1.99,4.7,4.1,7,34.4,44.5,4,5.7,16.0,0,0,0,Home & Garden,2,24.8,16.4,71.3,1
CUST0147,21,Female,21760,Master,Rural,985,VIP,Debit Card,108,22986.45,212.84,4,3.29,9.6,4.0,9,26.5,9.6,3,4.5,-7.0,1,1325,0,Books,3,15.0,23.3,64.5,1
CUST0148,20,Male,25161,High School,Urban,95,Basic,Debit Card,4,368.98,92.24,5,1.26,18.0,1.0,6,21.1,44.2,3,5.1,2.0,0,0,3,Clothing,4,23.8,19.8,57.6,1
CUST0149,47,Female,113125,Bachelor,Suburban,62,Premium,Credit Card,4,181.9,45.48,1,1.94,4.7,6.4,8,40.9,33.4,2,5.9,29.0,1,0,1,Clothing,1,59.7,24.7,47.2,0
CUST0150,44,Male,46445,Bachelor,Urban,569,Basic,PayPal,24,2327.71,96.99,4,1.27,20.8,6.3,7,37.7,19.4,1,6.3,13.0,0,830,0,Sports,4,20.7,35.5,26.3,0
CUST0151,43,Female,71266,Master,Urban,277,Basic,PayPal,14,1567.24,111.95,10,1.52,4.7,4.2,8,24.2,21.2,1,5.7,52.0,1,16,1,Books,3,48.0,20.1,43.7,0
CUST0152,45,Female,77515,Bachelor,Urban,971,Basic,Credit Card,28,4341.83,155.07,157,0.87,11.0,5.9,9,45.3,52.6,1,6.3,50.0,1,561,0,Books,3,23.3,29.8,61.5,1
CUST0153,29,Female,60227,High School,Suburban,63,Premium,Credit Card,1,78.82,78.82,49,0.48,6.8,8.1,8,66.7,46.7,1,7.5,37.0,2,216,0,Home & Garden,4,31.7,1.9,44.3,1
CUST0154,43,Female,68930,High School,Rural,415,Basic,PayPal,7,350.75,50.11,67,0.51,5.9,6.2,8,47.5,45.5,3,2.8,-43.0,1,0,1,Electronics,2,54.6,4.3,42.9,0
CUST0155,44,Female,73611,Master,Urban,106,Premium,Credit Card,9,2199.94,244.44,67,2.55,11.6,2.9,8,73.9,40.1,3,2.9,-51.0,0,949,0,Books,3,25.2,9.2,82.2,1
CUST0156,29,Female,38065,Bachelor,Urban,68,Basic,PayPal,5,485.56,97.11,34,2.21,18.7,2.4,8,35.0,74.8,3,4.9,7.0,0,0,0,Home & Garden,2,24.2,8.0,54.1,1
CUST0157,67,Female,102697,Master,Urban,460,Premium,Credit Card,23,1050.31,45.67,71,1.5,6.6,17.1,7,71.2,46.5,3,5.8,14.0,0,884,0,Books,1,62.2,14.8,67.5,1
CUST0158,47,Female,68312,High School,Suburban,360,Premium,Debit Card,21,1646.25,78.39,40,1.75,19.9,6.3,12,65.5,,1,5.7,-13.0,0,101,0,Beauty,3,42.2,14.7,67.2,1
CUST0159,22,Male,40034,Bachelor,Urban,562,Premium,Bank Transfer,30,1733.28,57.78,16,1.6,4.5,4.6,10,74.3,28.6,3,6.2,10.0,0,4,0,Clothing,2,29.9,12.8,41.4,0
CUST0160,49,Female,70796,High School,Rural,148,Premium,Debit Card,5,801.75,160.35,37,1.01,18.9,7.4,4,29.5,50.9,3,6.5,51.0,3,0,1,Beauty,3,5.4,10.2,64.6,1
CUST0161,25,Female,42157,PhD,Suburban,237,Premium,Debit Card,18,2003.92,111.33,34,2.28,9.0,3.2,10,22.2,29.1,1,8.3,63.0,0,299,1,Books,3,36.3,15.6,49.9,0
CUST0162,51,Female,78701,Bachelor,Suburban,207,Basic,Debit Card,3,196.9,65.63,78,0.43,10.5,9.2,9,30.6,48.3,2,8.0,57.0,1,1146,0,Electronics,3,62.2,29.5,39.4,0
CUST0163,57,Male,103951,Master,Urban,1656,Premium,Credit Card,108,15322.82,141.88,180,1.96,3.0,3.9,7,36.0,19.7,3,5.7,24.0,1,1739,2,Home & Garden,4,37.4,30.1,84.5,1
CUST0164,27,Female,39489,High School,Rural,138,Basic,Credit Card,0,0.0,0.0,23,0.0,5.7,1.0,8,9.4,,0,5.8,31.0,0,135,0,Electronics,1,41.8,15.6,25.1,0
CUST0165,54,Male,56595,Bachelor,Urban,139,Premium,Bank Transfer,10,772.95,77.29,64,2.16,8.2,4.8,12,25.8,39.0,1,5.4,6.0,0,0,0,Sports,1,47.7,20.1,55.9,1
CUST0166,46,Female,90919,Bachelor,Urban,175,Premium,PayPal,11,541.18,49.2,4,1.89,17.3,2.1,4,50.2,18.5,2,7.7,22.0,1,350,1,Electronics,2,42.5,11.3,40.9,0
CUST0167,52,Male,66924,Bachelor,Suburban,332,Basic,Debit Card,7,342.58,48.94,67,0.63,7.1,4.4,6,25.0,21.0,2,5.2,-8.0,0,113,1,Electronics,3,17.7,15.6,49.7,0
CUST0168,68,Female,89904,Master,Suburban,116,Basic,Credit Card,2,470.77,235.39,20,0.52,4.2,4.0,9,74.4,36.6,1,7.0,8.0,0,15,1,Home & Garden,4,10.5,13.0,42.0,0
CUST0169,36,Other,47255,Master,Urban,987,Basic,Credit Card,33,4557.39,138.1,1,1.0,9.9,6.8,10,78.9,17.5,4,3.5,-50.0,1,703,0,Beauty,1,8.6,8.9,47.5,1
CUST0170,28,Male,62727,Master,Urban,123,Premium,Credit Card,4,80.06,20.02,20,0.98,28.5,13.5,17,64.6,,0,6.1,23.0,0,0,0,Clothing,4,39.2,18.9,43.7,0
CUST0171,26,Other,20000,Bachelor,Suburban,904,VIP,Debit Card,83,3475.99,41.88,42,2.75,10.7,8.6,9,56.2,26.9,1,6.8,37.0,1,297,1,Beauty,1,30.3,12.6,70.5,1
CUST0172,27,Male,87326,High School,Urban,43,Premium,PayPal,11,396.92,36.08,5,7.67,7.0,6.3,7,31.8,29.9,2,7.2,64.0,3,0,0,Books,3,22.8,12.3,81.6,0
CUST0173,38,Female,75351,High School,Suburban,427,Premium,Debit Card,25,2074.27,82.97,115,1.76,9.9,5.6,4,86.4,47.5,1,5.1,2.0,0,221,0,Books,2,50.3,11.2,62.6,1
CUST0174,45,Female,73849,PhD,Suburban,950,VIP,PayPal,94,5766.55,61.35,3,2.97,4.0,6.5,13,29.5,29.3,0,,87.0,3,214,0,Home & Garden,1,3.6,10.9,39.3,0
CUST0175,44,Female,68167,High School,Urban,73,Basic,Credit Card,7,1249.11,178.44,119,2.88,21.7,12.4,7,46.2,50.8,3,6.0,37.0,2,0,0,Home & Garden,1,26.8,9.7,53.0,1
CUST0176,52,Female,84793,Bachelor,Suburban,1380,Basic,Credit Card,63,4097.67,65.04,55,1.37,21.4,7.4,8,32.1,49.2,0,7.2,70.0,1,0,0,Beauty,2,35.0,18.4,51.1,1
CUST0177,40,Female,70567,Bachelor,Urban,241,Premium,Credit Card,9,1998.05,222.01,18,1.12,3.8,1.0,7,69.5,68.9,3,6.2,38.0,1,757,1,Clothing,5,34.1,6.4,63.0,1
CUST0178,61,Male,101618,Bachelor,Suburban,1165,Premium,Debit Card,79,6001.26,75.97,22,2.03,21.1,2.2,9,43.2,31.4,1,6.9,36.0,6,261,2,Clothing,1,17.7,17.7,82.0,1
CUST0179,36,Male,64524,PhD,Suburban,451,VIP,Credit Card,41,10209.98,249.02,60,2.73,10.0,10.3,8,31.1,53.3,0,6.2,20.0,0,708,0,Sports,2,34.5,12.6,60.5,1
CUST0180,80,Female,112094,Bachelor,Urban,143,Basic,Bank Transfer,2,140.98,70.49,41,0.42,13.5,6.2,12,83.5,38.7,1,7.6,34.0,5,779,1,Books,6,44.9,33.1,47.8,0
CUST0181,49,Female,73380,Bachelor,Suburban,83,Basic,Credit Card,0,0.0,0.0,50,0.0,8.3,12.3,9,54.3,45.4,1,8.6,59.0,0,283,0,Books,2,16.9,21.1,32.3,1
CUST0182,27,Female,37991,High School,Rural,144,Basic,Bank Transfer,0,0.0,0.0,22,0.0,8.8,8.2,7,23.1,35.9,0,7.6,,1,0,1,Sports,2,7.6,24.5,27.6,0
CUST0183,23,Female,29736,Bachelor,Urban,39,Basic,Debit Card,1,125.22,125.22,30,0.77,5.0,5.5,8,59.6,46.2,3,3.7,-46.0,0,705,0,Home & Garden,3,33.5,21.5,59.7,1
CUST0184,47,Male,90467,High School,Rural,62,Basic,Bank Transfer,0,0.0,0.0,206,0.0,3.9,5.4,9,34.9,21.4,2,4.8,-10.0,1,823,0,Books,2,52.4,45.4,53.8,1
CUST0185,36,Female,65093,Bachelor,Urban,44,Premium,Debit Card,7,589.26,84.18,10,4.77,3.7,3.2,6,79.4,62.9,2,8.4,64.0,2,836,1,Electronics,4,41.5,9.9,70.7,1
CUST0186,50,Male,33644,Master,Urban,219,Basic,Bank Transfer,7,426.91,60.99,24,0.96,17.7,4.3,8,59.3,19.7,3,6.8,56.0,2,376,0,Home & Garden,1,36.3,14.5,23.2,0
CUST0187,47,Female,83299,Master,Urban,635,Premium,Credit Card,44,2567.38,58.35,15,2.08,9.5,1.7,4,59.8,52.9,2,5.2,-21.0,0,0,0,Home & Garden,6,54.4,15.7,61.3,1
CUST0188,38,Male,62431,High School,Urban,60,Basic,PayPal,0,0.0,0.0,65,0.0,4.0,2.6,9,60.3,49.7,2,4.9,1.0,0,0,2,Clothing,1,61.7,11.6,53.1,1
CUST0189,27,Male,39979,Bachelor,Urban,55,Premium,Bank Transfer,1,66.7,66.7,64,0.55,9.0,2.1,6,25.2,26.9,1,6.8,16.0,1,0,1,Beauty,3,24.7,19.9,38.5,0
CUST0190,18,Male,20000,Master,Urban,412,Basic,Credit Card,15,1339.57,89.3,15,1.09,1.7,5.0,3,38.1,31.5,4,5.1,-28.0,0,0,0,Sports,3,9.8,11.3,43.9,0
CUST0191,33,Male,67922,High School,Rural,87,Basic,Credit Card,0,0.0,0.0,3,0.0,4.0,3.5,8,35.9,18.6,2,9.1,75.0,2,0,1,Beauty,3,52.7,28.5,17.9,0
CUST0192,52,Female,94723,High School,Suburban,41,Basic,Debit Card,0,0.0,0.0,0,0.0,18.9,1.1,12,40.1,43.9,2,4.9,-2.0,0,0,2,Beauty,2,45.7,28.0,63.0,1
CUST0193,43,Male,55867,High School,Suburban,73,VIP,Bank Transfer,3,418.09,139.36,25,1.23,5.5,7.5,4,62.9,65.0,2,7.0,58.0,0,123,1,Home & Garden,4,19.5,16.8,41.5,0
CUST0194,21,Male,34846,Bachelor,Urban,1029,Premium,Debit Card,64,9707.33,151.68,23,1.87,17.3,3.7,11,49.5,60.2,4,6.7,30.0,2,748,0,Clothing,2,30.4,4.2,55.9,1
CUST0195,42,Male,51335,High School,Urban,689,Basic,Debit Card,12,1613.49,134.46,200,0.52,7.8,9.0,13,26.3,37.8,3,3.3,-43.0,0,0,1,Electronics,2,23.7,9.3,55.9,1
CUST0196,45,Male,49806,PhD,Urban,174,Basic,Credit Card,12,980.33,81.69,28,2.07,13.6,7.1,7,51.1,,2,2.7,,0,0,0,Electronics,4,35.0,12.6,45.3,0
CUST0197,26,Male,28989,Bachelor,Suburban,426,VIP,Credit Card,39,2477.39,63.52,13,2.75,3.1,18.4,10,27.2,55.3,2,6.2,16.0,0,997,2,Books,1,16.1,25.1,71.5,1
CUST0198,42,Male,78846,Bachelor,Rural,308,Basic,PayPal,16,853.91,53.37,99,1.56,12.2,5.0,6,66.9,38.6,1,7.4,-4.0,0,1167,1,Sports,2,13.7,30.5,53.1,1
CUST0199,40,Female,77047,High School,Urban,452,Basic,Credit Card,20,940.7,47.04,30,1.33,0.8,3.2,5,75.1,17.8,4,,43.0,0,0,0,Sports,2,47.4,6.8,39.0,0
CUST0200,22,Female,38406,Bachelor,Urban,459,Premium,Debit Card,24,1824.4,76.02,41,1.57,5.9,2.6,11,30.8,43.3,3,4.8,8.0,1,350,1,Clothing,2,55.6,9.9,57.4,1
CUST0201,45,Female,81376,Bachelor,Suburban,396,VIP,Bank Transfer,34,5085.35,149.57,4,2.58,19.5,8.0,8,48.9,27.5,0,8.4,31.0,2,87,1,Books,1,28.2,42.2,50.8,1
CUST0202,48,Male,82653,Master,Urban,123,Basic,Credit Card,16,807.5,50.47,21,3.9,8.5,8.5,8,64.2,54.8,2,5.9,11.0,1,464,0,Beauty,6,36.4,11.0,61.6,1
CUST0203,56,Male,76168,Master,Urban,30,Basic,Debit Card,9,1347.43,149.71,129,9.0,3.8,5.1,8,62.1,32.2,0,9.8,91.0,4,0,1,Sports,3,15.8,27.1,100.0,0
CUST0204,55,Female,90979,Bachelor,Suburban,243,VIP,Credit Card,24,664.88,27.7,40,2.96,18.4,6.1,8,46.9,28.5,3,5.9,29.0,0,0,0,Books,5,18.3,10.2,49.8,0
CUST0205,19,Female,36746,Master,Suburban,886,Basic,Debit Card,30,2762.43,92.08,19,1.02,30.8,10.5,5,63.1,47.6,4,4.9,1.0,0,1277,2,Clothing,4,28.1,26.6,58.8,1
CUST0206,25,Male,47814,Master,Urban,337,Basic,Credit Card,8,828.56,103.57,44,0.71,6.8,8.2,10,13.2,18.6,4,5.4,15.0,0,0,0,Books,1,51.5,43.3,42.6,0
CUST0207,47,Male,91294,Master,Urban,714,Premium,PayPal,49,2797.69,57.1,108,2.06,1.9,6.4,8,34.8,24.4,1,7.8,44.0,4,0,0,Home & Garden,2,31.3,25.3,71.5,0
CUST0208,47,Male,84085,High School,Rural,1912,VIP,Credit Card,187,7252.76,38.78,14,2.93,8.6,1.8,9,52.9,82.4,2,10.0,74.0,0,1092,1,Home & Garden,1,26.2,7.8,95.4,1
CUST0209,47,Male,78732,High School,Urban,71,Basic,Debit Card,0,0.0,0.0,31,0.0,14.2,2.7,9,17.4,51.2,4,5.0,-8.0,0,0,0,Home & Garden,4,38.5,20.2,47.0,0
CUST0210,80,Male,126802,High School,Urban,470,VIP,Debit Card,40,3282.8,82.07,143,2.55,7.1,3.8,4,43.1,15.7,7,4.9,-3.0,0,5,1,Home & Garden,3,30.3,13.7,75.6,1
CUST0211,48,Female,74512,Bachelor,Urban,448,Premium,Credit Card,29,8443.7,291.16,8,1.94,1.0,4.0,10,46.7,24.6,1,4.6,9.0,0,2210,0,Electronics,2,59.6,13.5,67.2,1
CUST0212,57,Female,73832,Bachelor,Urban,1563,Basic,PayPal,46,6939.55,150.86,57,0.88,13.2,2.9,7,64.7,34.4,1,5.7,-8.0,1,1059,0,Beauty,5,62.1,3.4,49.6,0
CUST0213,54,Female,80744,Bachelor,Urban,1696,VIP,Credit Card,169,25610.12,151.54,42,2.99,4.5,2.6,8,7.3,26.2,1,9.3,100.0,2,2531,1,Electronics,3,47.7,24.3,57.6,1
CUST0214,49,Female,65166,Master,Suburban,464,Basic,Debit Card,10,106.68,10.67,51,0.65,5.8,4.2,4,28.2,36.6,4,5.4,10.0,3,0,0,Sports,3,28.5,8.6,42.7,0
CUST0215,35,Female,44372,Master,Urban,111,Basic,Credit Card,0,0.0,0.0,19,0.0,2.0,5.7,12,55.5,33.7,2,4.9,-14.0,0,222,2,Electronics,2,42.0,24.3,28.0,0
CUST0216,51,Female,76972,Master,Urban,640,Premium,Debit Card,46,1639.42,35.64,16,2.16,0.6,7.2,4,46.6,23.9,1,7.8,45.0,1,0,0,Beauty,2,11.6,19.2,25.6,0
CUST0217,28,Female,30224,Bachelor,Suburban,45,Basic,Credit Card,2,33.82,16.91,51,1.33,3.0,1.0,5,72.6,61.7,2,5.3,3.0,0,0,0,Books,3,39.9,11.9,40.5,0
CUST0218,36,Male,51571,Bachelor,Suburban,606,Basic,Debit Card,20,1562.74,78.14,10,0.99,5.4,3.5,7,43.9,26.2,2,8.9,78.0,0,137,0,Books,3,8.7,10.4,25.2,0
CUST0219,32,Male,20906,High School,Rural,964,Basic,Credit Card,36,4578.78,127.19,24,1.12,5.3,1.2,12,82.6,58.3,0,7.4,48.0,5,564,0,Electronics,3,31.6,26.0,64.3,1
CUST0220,41,Male,67539,High School,Rural,193,Basic,PayPal,8,331.81,41.48,9,1.24,22.4,5.0,11,33.8,10.8,2,6.8,46.0,1,0,0,Books,4,27.1,25.6,29.0,0
CUST0221,74,Female,105608,High School,Urban,398,Premium,Credit Card,33,586.41,17.77,0,2.49,3.4,5.0,11,49.9,24.3,1,6.8,27.0,0,0,0,Beauty,1,17.4,36.2,36.6,0
CUST0222,18,Female,20000,Bachelor,Suburban,224,Premium,PayPal,12,526.53,43.88,157,1.61,16.3,4.7,7,89.4,50.4,3,5.6,14.0,0,512,0,Sports,1,83.1,34.6,92.1,1
CUST0223,50,Male,87639,Bachelor,Suburban,230,VIP,PayPal,20,1448.53,72.43,25,2.61,9.3,4.2,9,35.9,37.3,0,8.2,59.0,4,0,0,Clothing,3,39.3,7.1,46.1,0
CUST0224,18,Female,36774,Master,Rural,148,Basic,Credit Card,0,0.0,0.0,156,0.0,24.5,3.6,4,51.1,37.5,3,5.7,39.0,4,0,0,Electronics,3,40.3,9.2,46.4,0
CUST0225,32,Male,25197,High School,Suburban,574,Basic,Debit Card,16,1288.28,80.52,6,0.84,7.9,4.7,9,55.3,49.4,1,6.0,-6.0,0,0,1,Home & Garden,2,19.7,17.1,34.0,0
CUST0226,56,Female,74349,Bachelor,Rural,1100,Basic,Credit Card,41,4194.93,102.32,39,1.12,1.1,7.4,9,61.9,35.3,1,7.8,89.0,2,925,1,Books,5,30.1,11.1,62.5,1
CUST0227,40,Male,51213,Bachelor,Suburban,1130,Basic,Credit Card,44,3489.97,79.32,10,1.17,7.3,3.8,12,73.8,35.6,1,7.1,30.0,0,119,1,Books,3,42.8,17.8,46.5,0
CUST0228,23,Male,20000,High School,Urban,76,Basic,PayPal,7,918.76,131.25,70,2.76,0.6,1.9,13,52.6,30.9,3,6.5,14.0,0,310,0,Clothing,3,42.3,31.1,45.8,0
CUST0229,29,Female,56382,Bachelor,Suburban,830,Premium,Debit Card,46,1932.6,42.01,68,1.66,3.0,6.1,10,59.8,36.7,3,8.1,58.0,2,359,1,Sports,2,53.3,12.9,58.4,1
CUST0230,50,Male,74843,High School,Rural,534,VIP,Debit Card,58,3906.7,67.36,5,3.26,7.4,8.6,2,47.3,44.6,0,9.6,96.0,2,0,0,Books,2,58.9,14.7,50.8,0
CUST0231,29,Male,39972,Bachelor,Rural,116,VIP,Credit Card,2,224.44,112.22,109,0.52,7.6,1.8,5,50.9,12.0,0,5.4,3.0,0,0,0,Home & Garden,6,61.7,8.5,32.5,0
CUST0232,43,Male,37402,Bachelor,Urban,30,Basic,Credit Card,5,472.91,94.58,9,5.0,15.9,1.6,10,69.3,24.0,1,2.1,-50.0,1,0,0,Clothing,3,35.9,20.5,73.2,1
CUST0233,40,Female,72281,High School,Suburban,124,VIP,Credit Card,10,2075.47,207.55,42,2.42,11.5,1.8,8,70.4,50.6,0,10.0,93.0,2,383,1,Books,4,43.6,7.6,59.8,1
CUST0234,30,Female,27161,High School,Urban,973,Basic,PayPal,35,1513.27,43.24,190,1.08,23.0,4.6,4,46.2,32.1,1,8.0,50.0,5,0,0,Beauty,2,64.5,8.5,53.1,1
CUST0235,72,Male,104609,Bachelor,Urban,401,Basic,Debit Card,6,680.37,113.39,96,0.45,15.9,14.2,11,74.8,37.3,2,6.7,20.0,1,661,0,Beauty,1,44.2,24.1,50.6,1
CUST0236,49,Female,80501,Master,Urban,510,VIP,PayPal,56,2964.28,52.93,141,3.29,14.6,12.8,7,41.7,13.8,0,7.1,60.0,2,206,0,Home & Garden,2,33.2,38.2,78.2,1
CUST0237,18,Female,43120,Bachelor,Urban,118,Premium,Credit Card,0,0.0,0.0,18,0.0,29.2,6.1,3,36.4,37.1,1,3.4,-26.0,0,0,0,Beauty,2,48.6,5.0,40.5,0
CUST0238,42,Male,46278,Bachelor,Suburban,508,Basic,Credit Card,13,1894.86,145.76,5,0.77,15.4,1.7,7,73.5,55.9,1,3.8,-42.0,0,789,0,Books,3,9.6,29.2,46.9,0
CUST0239,30,Male,20000,Bachelor,Urban,30,Basic,Credit Card,0,0.0,0.0,9,0.0,20.4,12.7,9,58.3,34.5,3,5.0,-7.0,0,0,0,Home & Garden,1,32.5,36.8,45.5,0
CUST0240,52,Male,83268,Master,Suburban,188,Basic,Credit Card,0,0.0,0.0,31,0.0,1.7,13.1,10,28.8,24.8,2,6.2,5.0,0,447,1,Beauty,2,64.9,40.8,24.3,0
CUST0241,28,Male,69118,Master,Urban,394,Premium,Credit Card,26,1446.34,55.63,70,1.98,6.5,2.5,8,68.4,29.8,4,8.0,100.0,3,378,2,Clothing,1,25.0,4.7,59.3,0
CUST0242,38,Female,78094,Bachelor,Urban,63,Basic,PayPal,11,635.2,57.75,7,5.24,11.1,5.1,12,62.0,41.1,2,6.6,34.0,2,0,0,Sports,2,12.5,7.5,59.5,1
CUST0243,47,Male,76605,Bachelor,Urban,692,VIP,PayPal,82,2152.71,26.25,48,3.55,8.8,8.5,10,19.7,39.0,0,,63.0,0,0,0,Electronics,5,9.4,22.4,54.4,1
CUST0244,52,Female,73135,Master,Urban,107,Basic,Debit Card,4,357.03,89.26,17,1.12,4.4,11.6,10,42.6,7.1,5,3.8,-45.0,0,656,0,Beauty,2,52.5,27.5,48.0,0
CUST0245,21,Female,40847,Bachelor,Urban,422,Basic,Debit Card,19,745.26,39.22,18,1.35,14.7,4.5,9,52.1,29.1,3,5.2,-15.0,1,324,1,Electronics,1,27.4,44.3,63.6,1
CUST0246,34,Male,38187,Bachelor,Urban,207,Basic,Credit Card,8,586.05,73.26,48,1.16,17.2,9.1,9,75.5,,0,5.0,3.0,0,0,0,Sports,3,30.5,10.2,40.7,0
CUST0247,32,Female,56455,High School,Suburban,362,Premium,PayPal,26,3410.43,131.17,28,2.15,7.8,6.6,8,74.8,52.2,3,4.2,-42.0,0,463,0,Books,3,29.9,22.1,81.7,1
CUST0248,30,Male,53332,Master,Urban,45,Basic,Credit Card,0,0.0,0.0,75,0.0,6.8,6.3,5,63.2,,1,4.6,-28.0,0,503,1,Clothing,2,23.0,15.1,44.9,0
CUST0249,66,Other,113493,Master,Urban,30,Premium,Bank Transfer,2,668.85,334.43,7,2.0,5.5,5.9,9,32.4,27.4,2,5.5,6.0,0,122,1,Home & Garden,2,21.1,2.5,56.4,1
CUST0250,46,Female,113385,High School,Urban,961,VIP,Debit Card,98,4751.35,48.48,70,3.06,15.1,14.6,5,49.6,24.4,2,5.5,8.0,1,594,0,Clothing,4,40.0,17.8,78.8,1
CUST0251,21,Female,34626,Bachelor,Rural,125,VIP,Credit Card,9,671.07,74.56,2,2.16,6.7,5.3,6,38.1,57.6,1,5.5,1.0,1,583,1,Sports,5,11.9,40.0,72.4,1
CUST0252,53,Female,74226,Bachelor,Rural,685,Premium,Bank Transfer,45,4210.26,93.56,9,1.97,8.6,7.1,8,75.8,23.3,1,7.3,41.0,2,1189,1,Books,3,26.5,7.0,61.3,1
CUST0253,71,Male,102356,High School,Suburban,2000,VIP,Credit Card,199,9433.6,47.41,48,2.98,19.0,14.7,6,72.2,36.0,2,6.4,6.0,1,883,2,Books,3,53.5,3.9,79.0,1
CUST0254,55,Female,57964,PhD,Urban,95,Premium,Debit Card,10,590.83,59.08,86,3.16,10.3,7.5,14,34.1,31.6,1,8.9,85.0,4,0,0,Sports,1,41.0,34.4,64.2,1
CUST0255,18,Female,20000,High School,Urban,123,Premium,Debit Card,2,296.91,148.46,13,0.49,8.6,3.4,10,36.7,,1,9.2,54.0,1,0,2,Clothing,2,58.2,12.0,50.1,1
